"place","longtitude","lattitude","count","region"
"金澤","36.56132540000001","136.6562051","531","中部"
"上高地","36.251320299999996","137.653235","247","中部"
"香林坊","36.565969200000005","136.6524052","53","中部"
"近江町市場","36.5716505","136.6561483","96","中部"
"黑部峽谷","36.5779485","137.666547","40","中部"
"高山陣屋","36.139631200000004","137.25760449999999","74","中部"
"立山黑部","36.5791439","137.5689341","218","中部"
"東尋坊","36.237653","136.125425","45","中部"
"河童橋","36.2488263","137.63786519999996","101","中部"
"大正池","36.228626","137.619463","93","中部"
"福井縣","36.065177899999995","136.22152690000001","35","中部"
"濱名湖","34.7331499","137.57666609999998","9","中部"
"富士山","35.3605555","138.7277777","1112","中部"
"箱根神社","35.204796","139.025388","112","中部"
"大井川鐵道","34.9578675","138.088223","9","中部"
"高田城","37.109915","138.255886","8","中部"
"新發田城","37.956596000000005","139.3256924","3","中部"
"春日山城","37.1466966","138.205557","18","中部"
"兼六園","36.5621278","136.66265149999998","232","中部"
"村上城","38.219912","139.48499119999997","2","中部"
"諏訪神社","35.5397101","139.3035425","27","中部"
"新潟縣","37.9025518","139.0230946","43","中部"
"白山神社","35.721949200000005","139.7505852","16","中部"
"彌彥神社","37.706708","138.826022","9","中部"
"名古屋城","35.1837661","136.9002939","197","中部"
"大須觀音","35.159796","136.89973500000002","71","中部"
"伊勢灣","34.70808710000001","136.7478493","15","中部"
"熱田神宮","35.1255575","136.908963","93","中部"
"夫婦岩","34.5073305","136.7918313","42","中部"
"鳥羽水族館","34.4815825","136.8456926","9","中部"
"松本城","36.23866599999999","137.9690221","167","中部"
"穗高連峰","36.2891666","137.6480555","48","中部"
"金澤城","36.563976000000004","136.65950669999998","125","中部"
"21世紀美術館","36.5608586","136.65819330000002","71","中部"
"東茶屋街","36.5726076","136.6664719","97","中部"
"名古屋港","35.0601255","136.84507019999998","18","中部"
"馬籠宿","35.5259586","137.5667784","21","中部"
"明治村","35.340314500000005","136.98883480000003","20","中部"
"名古屋電視塔","35.1723422","136.90832930000002","62","中部"
"金澤車站","36.5780574","136.6486596","100","中部"
"綠洲21","35.170900700000004","136.909673","32","中部"
"長町武家屋敷","36.5636733","136.6507521","24","中部"
"白川鄉合掌村","36.2560756","136.90617959999997","131","中部"
"犬山城","35.3883547","136.9391775","98","中部"
"高山城","36.135815799999996","137.26312230000002","19","中部"
"高山古街","36.141290399999995","137.25964230000002","17","中部"
"高岡古城公園","36.7486659","137.02148219999998","11","中部"
"瑞龍寺","36.7356222","137.0104682","17","中部"
"高岡城","36.7485197","137.020817","19","中部"
"懷華樓","36.5723521","136.66708549999998","12","中部"
"輪島朝市","37.396595100000006","136.9017367","7","中部"
"富岩運河環水公園","36.709414","137.2124899","9","中部"
"雨晴海岸","36.816551399999994","137.0386417","19","中部"
"千里濱","36.8946655","136.77345640000001","2","中部"
"飛驒國分寺","36.143321","137.253628","16","中部"
"日枝神社","35.674710299999994","139.73955569999998","40","中部"
"富山縣","36.6952907","137.21133830000002","77","中部"
"岐阜城","35.433918","136.7820713","26","中部"
"地獄谷野猿公苑","36.732655","138.462145","7","中部"
"志賀高原滑雪場","36.7052466","138.5080174","1","中部"
"野澤溫泉","36.9229021","138.4406411","4","中部"
"上田城","36.404066","138.244278","30","中部"
"小諸城","36.3271098","138.41754640000002","8","中部"
"能登半島","37.256566","136.87866200000002","18","中部"
"富山城","36.692836","137.211447","27","中部"
"山梨縣","35.6641575","138.5684486","108","中部"
"富山空港","36.64379539999999","137.18950890000002","13","中部"
"石和溫泉","35.6518656","138.635545","3","中部"
"白骨溫泉","36.1554919","137.62550269999997","11","中部"
"昇仙峽","35.7452718","138.5673637","5","中部"
"湯之國之森","36.324475","136.43668","4","中部"
"立山駅","36.5832797","137.4453504","13","中部"
"輕井澤","36.3482902","138.596955","370","中部"
"東山動植物園","35.156231700000006","136.9801784","10","中部"
"淺間溫泉","36.261127200000004","137.986182","13","中部"
"下呂溫泉","35.8088674","137.2435585","42","中部"
"久能山東照宮","34.964846","138.467599","17","中部"
"加賀屋","35.6302856","139.7904154","11","中部"
"和倉溫泉","37.0868079","136.9185733","11","中部"
"奧飛驒溫泉","36.2255705","137.531133","22","中部"
"石川縣","36.5946816","136.6255726","70","中部"
"妙立寺","36.5553357","136.6490026","8","中部"
"大室山","34.9031665","139.0944694","20","中部"
"御殿場outlet","35.3074881","138.96245919999998","32","中部"
"淺間神社","34.911959700000004","139.91782769999998","42","中部"
"安曇野","36.303951","137.9058011","26","中部"
"別所溫泉","36.350268299999996","138.1553731","7","中部"
"高島城","36.03979020000001","138.11202590000002","17","中部"
"善光寺","36.6617009","138.1877116","41","中部"
"穂高神社","36.338691","137.884324","3","中部"
"鶴岡八幡宮","35.32609779999999","139.55641310000001","116","中部"
"高遠城","35.833037","138.0619632","16","中部"
"田原城","34.673947399999996","137.2695404","1","中部"
"駿府城公園","34.9790053","138.3831467","7","中部"
"駿府城","34.977833000000004","138.382703","22","中部"
"加賀溫泉","36.32055","136.350315","27","中部"
"鶴仙溪","36.24106389999999","136.3714458","5","中部"
"千石園地","36.268488399999995","137.6042626","2","中部"
"白馬溫泉","36.697388000000004","137.855595","2","中部"
"香嵐溪","35.1302882","137.313242","7","中部"
"香積寺","35.130958","137.314501","6","中部"
"白絲瀑布","35.3129923","138.5873496","17","中部"
"那谷寺","36.313409","136.4203487","1","中部"
"尾山神社","36.56631369999999","136.65573830000002","33","中部"
"武家屋敷跡野村家","36.564111100000005","136.65008590000002","3","中部"
"二見興玉神社","34.508964","136.787857","11","中部"
"清里高原","35.9345185","138.4199395","8","中部"
"下呂温泉","35.8088674","137.2435585","2","中部"
"石川門","36.565355800000006","136.66134619999997","17","中部"
"高山中橋","36.1400228","137.259206","1","中部"
"松代城","36.5659309","138.1960671","10","中部"
"海津城","36.5659309","138.1960671","6","中部"
"小丸山城","37.0456542","136.96012109999998","2","中部"
"豐田汽車博物館","35.1819953","136.8765509","3","中部"
"中部空港","34.8590935","136.81460049999998","16","中部"
"宗祗水","35.74999280000001","136.9562094","2","中部"
"掛川城","34.7752332","138.01389369999998","13","中部"
"晴空塔","35.7100627","139.8107004","909","關東"
"原宿","35.6716283","139.7102847","541","關東"
"東京","35.70902589999999","139.73199250000002","6442","關東"
"淺草寺","35.7147651","139.7966553","620","關東"
"明治神宮","35.6763976","139.69932590000002","580","關東"
"井之頭公園","35.6997435","139.5731906","108","關東"
"銀座","35.6721142","139.7708253","950","關東"
"三鷹之森吉卜力美術館","35.696238","139.57043169999997","63","關東"
"築地市場","35.6654861","139.77066680000001","415","關東"
"成田機場","35.7719867","140.3928501","924","關東"
"五重塔","35.312125","139.489674","406","關東"
"雷門","35.7110584","139.7963664","552","關東"
"御殿場","35.3085842","138.9345062","130","關東"
"展望台","35.729387","139.718191","1472","關東"
"品川水族館","35.588476","139.7375007","1","關東"
"東京鐵塔","35.6585805","139.74543290000003","830","關東"
"六本木","35.6641222","139.729426","590","關東"
"秋葉原","35.702069099999996","139.7753269","537","關東"
"台場","35.6247918","139.776711","793","關東"
"淺草神社","35.715082200000005","139.7974552","38","關東"
"台場海濱公園","35.6307374","139.7760447","77","關東"
"彩虹大橋","35.6365639","139.76314430000002","141","關東"
"東京灣","35.553888","139.89569430000003","114","關東"
"橫濱","35.4437078","139.6380256","605","關東"
"鎌倉大佛","35.3166995","139.53615359999998","62","關東"
"江島神社","35.3002485","139.480048","57","關東"
"高德院","35.3166995","139.53615359999998","69","關東"
"江之島","35.301279","139.4810007","296","關東"
"赤羽橋","35.655002200000006","139.74354340000002","121","關東"
"東京巨蛋","35.7056396","139.7518913","161","關東"
"上野恩賜公園","35.714975200000005","139.7724738","117","關東"
"森美術館","35.660374700000006","139.7292313","172","關東"
"高田馬場","35.7131017","139.700335","17","關東"
"芝公園","35.65493800000001","139.7479837","71","關東"
"東京車站","35.681298","139.7662469","676","關東"
"築地本願寺","35.6664743","139.7723221","47","關東"
"靖國神社","35.694136","139.743849","117","關東"
"六本木之丘","35.660463799999995","139.7292487","113","關東"
"東京地鐵","35.681298","139.7662469","181","關東"
"忠犬八公像","35.65905479999999","139.70056619999997","6","關東"
"目黑川","35.64428770000001","139.6990956","99","關東"
"皇居","35.685175","139.7527995","225","關東"
"國立西洋美術館","35.7153869","139.7758138","15","關東"
"增上寺","35.6574236","139.7482079","110","關東"
"上野公園","35.714975200000005","139.7724738","327","關東"
"目黑雅敘園","35.631378999999995","139.715256","4","關東"
"千鳥之淵","35.6896487","139.74864230000003","97","關東"
"神保町","35.698080100000006","139.7563143","36","關東"
"東京都美術館","35.717181","139.772818","7","關東"
"東京國立近代美術館","35.6905432","139.7546932","6","關東"
"東京國立博物館","35.7188351","139.7765215","22","關東"
"東京迪士尼樂園","35.6328964","139.88039430000003","112","關東"
"江戶城","35.687746999999995","139.75468999999998","103","關東"
"根津美術館","35.662243","139.717093","7","關東"
"竹下通","35.671407099999996","139.7039096","243","關東"
"皇居東御苑","35.686940299999996","139.75677969999998","21","關東"
"二重橋","35.680226","139.75359450000002","39","關東"
"東京天空樹","35.7100627","139.8107004","35","關東"
"高尾山","35.6251209","139.24365930000002","57","關東"
"明治神宮外苑","35.6787954","139.71759450000002","48","關東"
"今戶神社","35.7193061","139.803541","34","關東"
"淺草觀音寺","35.7147651","139.7966553","65","關東"
"神田明神","35.7020403","139.76802680000003","14","關東"
"江戶東京博物館","35.6965972","139.79573359999998","24","關東"
"國技館","35.6969104","139.7935116","14","關東"
"鷲神社","35.722501","139.79196100000001","2","關東"
"水天宮","35.683663200000005","139.78506299999998","48","關東"
"國立新美術館","35.665289","139.726374","35","關東"
"東京都庭園美術館","35.6369465","139.71904080000002","1","關東"
"澀谷站","35.6580339","139.7016358","33","關東"
"丸之內","35.677330100000006","139.76521440000002","254","關東"
"華嚴瀑布","36.7379925","139.5020685","72","關東"
"中禪寺湖","36.7329036","139.4821986","131","關東"
"不忍池","35.7116568","139.7704851","87","關東"
"墨田水族館","35.7100244","139.80979330000002","14","關東"
"深大寺","35.667515","139.550461","48","關東"
"鬼太郎茶屋","35.6669065","139.54951069999998","28","關東"
"鎌倉高校前站","35.306719","139.500498","17","關東"
"湘南海岸","35.313741500000006","139.4752678","73","關東"
"草津溫泉","36.6208435","138.59642309999998","65","關東"
"北輕井澤","36.34758","138.592599","5","關東"
"小江戶川越","35.907525","139.48351350000002","34","關東"
"富岳風穴","35.4775328","138.65713300000002","17","關東"
"杯麵博物館","35.509853","139.6145449","24","關東"
"山下公園","35.4459317","139.6493823","67","關東"
"偕樂園","36.37262630000001","140.45217649999998","40","關東"
"袋田瀑布","36.764548600000005","140.4071966","17","關東"
"蘆之湖","35.2095674","139.0034626","152","關東"
"忍野八海","35.4607382","138.8329494","51","關東"
"元箱根","35.2032764","139.03095919999998","86","關東"
"箱根町","35.232355299999995","139.1069375","88","關東"
"箱根纜車","35.246463","139.035595","13","關東"
"神樂坂","35.7019042","139.7404624","57","關東"
"鬼子母神","35.7221261","139.71330580000003","34","關東"
"常陸海濱公園","36.4019017","140.5918853","21","關東"
"善國寺","35.7013945","139.7394497","18","關東"
"新宿御苑","35.68517629999999","139.7100517","210","關東"
"龜戶天神社","35.70307329999999","139.8206484","8","關東"
"根津神社","35.7202332","139.7607381","43","關東"
"喜多院","35.917527","139.488999","60","關東"
"橫濱中華街","35.442359100000004","139.6463881","28","關東"
"涉谷","35.659508200000005","139.7058144","256","關東"
"宮崎駿美術館","35.696238","139.57043169999997","38","關東"
"東京大學","35.712677500000005","139.761989","142","關東"
"新勝寺","35.786095","140.318286","14","關東"
"羽田空港","35.549393200000004","139.7798386","99","關東"
"六義園","35.732881799999994","139.7461829","59","關東"
"中橋","36.139996999999994","137.259214","27","關東"
"龍頭瀑布","36.7588652","139.45133069999997","40","關東"
"惠比壽花園廣場","35.642145","139.71348700000001","32","關東"
"雲場池","36.35093870000001","138.6268283","88","關東"
"日比谷公園","35.671838799999996","139.75514569999999","28","關東"
"河口湖天上山公園","35.503983399999996","138.772079","13","關東"
"相模灣","35.2102087","139.4059435","21","關東"
"源平池","35.3238675","139.5553438","8","關東"
"陽明門","36.7577336","139.59878999999998","33","關東"
"上野動物園","35.7164535","139.7713177","90","關東"
"舊輕井澤銀座","36.3573715","138.6343195","23","關東"
"葛西臨海公園","35.6422653","139.86030290000002","10","關東"
"高原教堂","36.358117","138.589361","30","關東"
"石之教會","36.356321","138.58711100000002","19","關東"
"石之教堂","36.356321","138.58711100000002","51","關東"
"下北澤","35.66155","139.667111","53","關東"
"古都鎌倉","35.3096742","139.5461855","13","關東"
"信州","35.666301000000004","139.759621","91","關東"
"麵包超人博物館","35.458431700000006","139.6257772","68","關東"
"熱海梅園","35.0976594","139.0594587","2","關東"
"藤子F不二雄","35.6099799","139.573571","12","關東"
"原宿竹下通","35.671407099999996","139.7039096","29","關東"
"大湧谷","35.2431054","139.01988400000002","47","關東"
"東京大神宮","35.6999795","139.7468816","30","關東"
"平和公園","35.594729","140.20283","63","關東"
"隅田公園","35.710972600000005","139.79868080000003","73","關東"
"鬼怒川溫泉","36.822609","139.716556","36","關東"
"箱根海賊船","35.1900114","139.02451399999998","19","關東"
"小石川後樂園","35.7054498","139.74966669999998","39","關東"
"新橫濱拉麵博物館","35.509853","139.6145449","13","關東"
"舊古河庭園","35.7431021","139.7466984","12","關東"
"新宿中央公園","35.689116600000006","139.6897193","10","關東"
"野邊山車站","35.955284999999996","138.474421","3","關東"
"湯島天滿宮","35.707818200000006","139.7682188","34","關東"
"伊豆半島","34.856636","138.93859799999998","54","關東"
"龍王峽","36.85961280000001","139.7173707","23","關東"
"小網神社","35.684124","139.78046899999998","2","關東"
"豐川稻荷東京別院","35.6763119","139.73286519999996","1","關東"
"國營昭和紀念公園","35.719609600000005","139.39862230000003","17","關東"
"護國寺","35.7217463","139.7256126","17","關東"
"巢鴨車站","35.733705","139.740349","3","關東"
"三溪園","35.417967","139.661428","6","關東"
"日本武道館","35.6933175","139.749885","11","關東"
"泉岳寺","35.6377136","139.7363091","25","關東"
"日光東照宮","36.757158000000004","139.59968999999998","61","關東"
"輕井澤銀座","36.3573715","138.6343195","6","關東"
"成田山新勝寺","35.786095","140.318286","22","關東"
"箱根關所","35.192440600000005","139.02621330000002","26","關東"
"千鳥淵","35.6896487","139.74864230000003","10","關東"
"東鄉神社","35.6717973","139.7058476","7","關東"
"小田原城","35.25094929999999","139.1535136","58","關東"
"舊三笠賓館","36.37319919999999","138.62624219999998","4","關東"
"駿河灣","34.867241799999995","138.4787258","21","關東"
"箱根園","35.2126047","139.0095357","13","關東"
"伊豆高原","34.8777634","139.1083503","17","關東"
"萌木之村","35.915191","138.44278400000002","14","關東"
"報國寺","35.320001","139.56921599999998","6","關東"
"鴨川海洋世界","35.1160108","140.12045880000002","3","關東"
"福岡空港","33.590314500000005","130.4467091","110","九州"
"門司港","33.9461135","130.962684","256","九州"
"赤間神宮","33.959813200000006","130.9484723","45","九州"
"黑川溫泉","33.0782321","131.1569366","80","九州"
"福岡機場","33.590314500000005","130.4467091","237","九州"
"哥拉巴園","32.7340495","129.8690093","42","九州"
"長崎港","32.7483794","129.86767749999999","68","九州"
"端島","32.62783280000001","129.7385884","29","九州"
"軍艦島","32.62783280000001","129.7385884","81","九州"
"大浦天主堂","32.7341535","129.8701372","74","九州"
"二日市駅","33.494887","130.518317","5","九州"
"熊本城","32.8061859","130.70583349999998","340","九州"
"武雄溫泉","33.1964702","130.0230864","23","九州"
"中洲","33.59250170000001","130.4063956","150","九州"
"豪斯登堡","33.0863476","129.7872189","146","九州"
"御船山樂園","33.181354999999996","130.0172336","14","九州"
"鹿兒島","31.5965535","130.55711580000002","374","九州"
"水前寺","32.797243","130.73987549999998","65","九州"
"道後溫泉","33.850001","132.78333329999998","121","九州"
"小倉城","33.884431","130.87426100000002","75","九州"
"金麟湖","33.2667847","131.3690999","75","九州"
"大濠公園","33.5858152","130.3764135","72","九州"
"高千穗峽","32.7019286","131.30090049999998","61","九州"
"青島神社","31.804261","131.475409","27","九州"
"九重夢大吊橋","33.1738513","131.22678200000001","22","九州"
"崇福寺","32.742289299999996","129.8836001","7","九州"
"鹿兒島空港","31.8028526","130.71802340000002","13","九州"
"海地獄","33.316063","131.469008","37","九州"
"別府溫泉","33.2790431","131.5019445","23","九州"
"唐船峽","31.220175","130.54265800000002","8","九州"
"湯之坪街道","33.265611199999995","131.3600386","41","九州"
"阿蘇山","32.8869197","131.0841068","83","九州"
"由布院溫泉","33.265652100000004","131.3628287","30","九州"
"太宰府天滿宮","33.5214866","130.5348647","140","九州"
"福岡城","33.584392799999996","130.3831041","59","九州"
"博多運河城","33.5895256","130.4114425","104","九州"
"櫛田神社","33.5929059","130.4104437","110","九州"
"仙巌園","31.618049","130.578497","2","九州"
"宮崎機場","31.8762088","131.4473225","7","九州"
"能古島","33.6222216","130.30631","16","九州"
"岡城","32.9691026","131.40776770000002","12","九州"
"內城","33.241335","131.611716","19","九州"
"春帆樓","33.959272","130.948015","32","九州"
"巖流島","33.933333000000005","130.93027800000002","26","九州"
"唐津城","33.4535433","129.9781934","12","九州"
"杵築城","33.414696","131.627827","6","九州"
"JR博多城","33.5902766","130.4199145","17","九州"
"秋月城","33.465855600000005","130.69537979999998","9","九州"
"稻佐山夜景","32.757035800000004","129.8433888","49","九州"
"河內藤園","33.8312121","130.7924719","15","九州"
"飫肥城","31.629105699999997","131.3503041","17","九州"
"鵜戶神宮","31.650290000000002","131.466329","23","九州"
"有田陶瓷","33.194331","129.8755804","18","九州"
"吉野里歷史公園","33.32486289999999","130.3845406","13","九州"
"錦江灣","31.35468659999999","130.67528529999998","42","九州"
"鹿兒島港","31.590290000000003","130.5631","13","九州"
"天守閣","32.806051000000004","130.70584","806","九州"
"嬉野溫泉","33.0972438","129.98928659999999","14","九州"
"東長寺","33.5952135","130.41414640000002","16","九州"
"池田湖","31.235140700000002","130.5635665","17","九州"
"霧島神宮","31.858650399999995","130.8713314","36","九州"
"舞鶴城","33.585242","130.383173","11","九州"
"人吉城","32.2106767","130.7665374","8","九州"
"天神商圈","33.58995170000001","130.399472","12","九州"
"指宿車站","31.236949","130.64258600000002","21","九州"
"球磨川","32.463291","130.612566","19","九州"
"西大山車站","31.1902783","130.5765081","4","九州"
"磯庭園","31.618049","130.578497","8","九州"
"佐賀城","33.2457553","130.302123","11","九州"
"有田燒","33.181806","129.866899","15","九州"
"宇佐神宮","33.5260019","131.3746381","7","九州"
"菊池溪谷","33.004190200000004","130.9270856","2","九州"
"金刀比羅宮","34.183991799999994","133.8093445","110","九州"
"栗林公園","34.330483","134.04443","61","九州"
"糸島","33.5573203","130.195555","3","九州"
"島原城","32.789256800000004","130.3673607","15","九州"
"鶴丸城","31.598259600000002","130.5544117","7","九州"
"鹿兒島城","31.598259600000002","130.5544117","8","九州"
"櫻島活火山","31.583333000000003","130.646525","4","九州"
"雲仙溫泉","32.7423912","130.2599414","2","九州"
"太宰府駅","33.5190524","130.53133119999998","13","九州"
"大分城","33.240650300000006","131.6114323","1","九州"
"西之表港","30.731645","130.989894","2","九州"
"鐵輪溫泉","33.316361","131.4780487","5","九州"
"柳川城","33.1607476","130.400849","6","九州"
"指宿駅","31.236949","130.64258600000002","3","九州"
"太鼓橋","34.612509","135.49221730000002","25","九州"
"太宰府天満宮","33.5214866","130.5348647","19","九州"
"南關","33.061619","130.54113600000002","7","九州"
"別府塔","33.281710100000005","131.5059824","9","九州"
"杖立","33.1828647","131.0344512","7","九州"
"皿倉山","33.846334999999996","130.7966973","19","九州"
"承天寺","33.595228999999996","130.417081","9","九州"
"志賀島","33.66775139999999","130.3037572","2","九州"
"府內城","33.240650300000006","131.6114323","7","九州"
"日清講和記念館","33.959008399999995","130.94835","7","九州"
"杖立溫泉","33.1828647","131.0344512","4","九州"
"西海橋","33.053108","129.75784199999998","1","九州"
"原城","32.6349154","130.25868290000003","12","九州"
"薩摩半島","31.475524","130.411834","7","九州"
"銀杏城","32.8061859","130.70583349999998","18","九州"
"祐德稻荷神社","33.073479999999996","130.108253","9","九州"
"鶴見岳","33.286574","131.4296907","7","九州"
"別府港","36.10737719999999","133.041825","2","九州"
"阿蘇五嶽","32.8869197","131.0841068","1","九州"
"防府天満宮","34.063314","131.574094","1","九州"
"水城","33.525655","130.493877","22","九州"
"志布志港","31.471909000000004","131.107216","1","九州"
"指宿溫泉","31.2231773","130.6550687","5","九州"
"長崎平和公園","32.77544","129.86303329999998","5","九州"
"八代城","32.5074578","130.5998923","1","九州"
"臼杵城","33.1214743","131.8041655","4","九州"
"長湯溫泉","33.066947","131.373629","2","九州"
"仙嚴園","31.618049","130.578497","5","九州"
"中頭郡","26.3752782","127.75565559999998","49","沖繩"
"名護市","26.591546500000003","127.9773162","72","沖繩"
"読谷村","26.3960554","127.74427720000001","24","沖繩"
"御菓子御殿","26.5065067","127.8785949","70","沖繩"
"國際通","26.2151942","127.6849187","633","沖繩"
"首里城","26.2170135","127.71952079999998","327","沖繩"
"沖繩","26.2124013","127.6809317","1650","沖繩"
"那霸","26.2123124","127.6791568","560","沖繩"
"古宇利島","26.707794300000003","128.0178255","147","沖繩"
"萬座毛","26.504949100000005","127.85014550000001","193","沖繩"
"波之上海灘","26.220726000000003","127.671099","49","沖繩"
"波上宮","26.220726000000003","127.671099","168","沖繩"
"那霸機場","26.206403299999998","127.6465422","216","沖繩"
"金城町石疊道","26.217197","127.71576999999999","23","沖繩"
"浦添市","26.2458164","127.7217987","26","沖繩"
"港川外人住宅","26.263162","127.71585159999998","36","沖繩"
"榮町市場","26.216439","127.696568","16","沖繩"
"國頭郡","26.657401699999998","128.1688559","38","沖繩"
"古宇利大橋","26.707794300000003","128.0178255","143","沖繩"
"座喜味城","26.408571999999996","127.741653","22","沖繩"
"那霸市","26.2123124","127.6791568","333","沖繩"
"殘波岬燈塔","26.4410614","127.71377849999999","29","沖繩"
"國場川","26.198309899999998","127.6873149","4","沖繩"
"新都心","26.229809999999997","127.69277199999999","191","沖繩"
"普天間宮","26.292857899999998","127.77724199999999","3","沖繩"
"勝連城跡","26.3312363","127.8809925","39","沖繩"
"海中道路","26.331641499999996","127.9244643","56","沖繩"
"古宇利","26.6974104","128.0169319","88","沖繩"
"浦添大公園","26.2545642","127.72576200000002","35","沖繩"
"瀨長島","26.1755504","127.6424959","22","沖繩"
"豐見城市","26.1610061","127.668944","12","沖繩"
"奧武山公園","26.2007597","127.6752947","32","沖繩"
"西松屋","26.228649","127.691736","94","沖繩"
"永旺夢樂城沖繩來客夢","26.3142733","127.7961686","26","沖繩"
"美麗海水族館","26.694158","127.877932","162","沖繩"
"北谷美國村","26.316402000000004","127.75729809999999","8","沖繩"
"海洋博公園","26.691026500000003","127.87859650000001","103","沖繩"
"琉球村","26.429480600000005","127.7752632","113","沖繩"
"沖繩美麗海水族館","26.694158","127.877932","64","沖繩"
"真榮田岬","26.4450618","127.77142520000001","49","沖繩"
"水納島","26.648064","127.816775","7","沖繩"
"沖繩市","26.3344266","127.80558319999999","35","沖繩"
"石垣島","24.4064027","124.1754442","194","沖繩"
"大泊海灘","26.393645899999996","127.99160559999999","5","沖繩"
"川平灣","24.4523005","124.1434588","60","沖繩"
"慶良間諸島","26.200034","127.33333329999999","6","沖繩"
"奧武島","26.1300646","127.772922","16","沖繩"
"永旺商城","26.314266999999997","127.79618500000001","2","沖繩"
"糸滿市","26.123584100000002","127.6658145","6","沖繩"
"南城市","26.144451899999996","127.7669666","36","沖繩"
"西表島","24.3300613","123.81879769999999","35","沖繩"
"石垣港","24.3378604","124.14896100000001","30","沖繩"
"泊城","26.3638344","127.7386389","1","沖繩"
"宮古島","24.767366600000003","125.32467690000001","38","沖繩"
"今歸仁城跡","26.6912793","127.9290226","41","沖繩"
"下地島","24.8183207","125.1543783","6","沖繩"
"牧志第一公設市場","26.2145429","127.688281","7","沖繩"
"玉泉洞王國村","26.1398048","127.7503544","26","沖繩"
"東平安名岬","24.719479999999997","125.46829709999999","2","沖繩"
"通池","24.826117","125.136179","2","沖繩"
"琉球玻璃村","26.097626","127.677176","4","沖繩"
"安座真SanSan海灘","26.1781228","127.8291689","1","沖繩"
"知念岬公園","26.1667342","127.82972040000001","8","沖繩"
"福州園","26.2180561","127.67547730000001","24","沖繩"
"BIOS之丘","26.422936","127.796155","14","沖繩"
"座喜味城跡","26.408571999999996","127.741653","25","沖繩"
"大石林山","26.8619903","128.25515090000002","11","沖繩"
"萬國津梁館","26.5428016","127.93378600000001","1","沖繩"
"中城城","26.283500699999998","127.79967079999999","26","沖繩"
"識名園","26.2041322","127.7152936","24","沖繩"
"伊計海灘","26.3914364","127.9931342","5","沖繩"
"垣花樋川","26.1483967","127.7956585","1","沖繩"
